Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,teamworking,problemSolvingskills,techSkillsLevel,comSkillsLevel,resumeLevel,projectsNo,easyProjects,mediumProjects,hardProjects,advancedProjects,personalityLevel,achievementsType,winnerNo,runnerNo,participantNo
19,Female,Electronics And Communication,0,7.78,0,,10,9,3,5,3,2,1,4,0,5,hackathon and extracurricular,1,2,2
19,Male,Information Technology,1,9.14,0,,3,0,5,3,1,0,4,3,4,4,hackathon and others,1,4,3
20,Female,Computer Science,1,7.99,0,,10,4,7,8,6,3,1,3,0,10,hackathon and coding competition,0,2,4
20,Male,Information Technology,1,7.15,0,,4,1,8,6,2,4,3,1,2,5,coding competition,2,3,6
22,Female,Electronics And Communication,1,6.22,0,,8,4,5,9,1,0,1,0,0,6,coding competition,1,0,2
20,Male,Civil,0,8.39,0,,2,5,4,6,1,1,2,0,4,2,hackathon and others,1,4,7
20,Male,Electronics And Communication,1,6.05,0,,7,0,4,7,1,3,2,3,3,7,coding competition,0,0,6
21,Female,Information Technology,0,6.18,0,,7,2,5,3,0,4,0,2,3,10,coding competition,0,2,2
21,Male,Information Technology,0,8.70,0,,4,6,6,4,1,1,2,1,0,6,hackathon and extracurricular,1,0,7
20,Female,Electronics And Communication,0,8.54,0,,3,9,7,9,0,2,2,4,2,4,hackathon and coding competition,3,4,6
19,Male,Electrical,2,7.19,1,,8,1,3,4,0,3,2,2,0,2,hackathon and coding competition,0,1,6
21,Male,Information Technology,0,7.56,0,,4,7,3,8,4,1,2,3,2,8,coding competition,2,0,2
21,Male,Computer Science,1,9.13,0,,9,6,5,7,4,3,2,2,3,2,hackathon and extracurricular,0,1,7
20,Male,Civil,0,9.63,0,,6,4,6,5,1,0,4,4,2,1,hackathon and others,3,2,1
22,Male,Civil,1,9.65,0,,7,6,9,5,6,1,4,3,4,10,hackathon and others,1,3,7
20,Male,Information Technology,0,9.01,0,,6,2,3,9,6,3,4,4,0,7,hackathon and coding competition,3,2,1
19,Male,Electrical,0,8.93,0,,4,3,4,6,5,2,0,0,0,8,coding competition,2,1,3
22,Male,Civil,0,8.02,0,,1,3,8,3,1,4,0,2,1,1,hackathon and others,2,3,5
21,Male,Civil,0,8.33,0,,9,1,7,4,2,1,3,3,4,10,hackathon,0,0,6
22,Male,Information Technology,0,6.77,0,,4,3,4,5,6,4,2,1,2,8,coding competition,3,0,1
19,Male,Electrical,0,9.89,0,,8,6,6,3,4,3,1,4,0,6,hackathon,0,4,7
21,Male,Information Technology,1,8.30,0,,2,5,9,4,6,1,2,2,2,5,coding competition,2,0,1
21,Male,Electronics And Communication,1,9.37,1,,3,6,9,5,1,3,0,0,1,9,hackathon,0,4,2
22,Female,Computer Science,2,9.63,0,,1,8,9,5,5,3,3,1,4,4,hackathon,1,3,1
22,Male,Computer Science,0,7.75,0,,5,5,8,9,0,1,2,1,2,7,hackathon and coding competition,0,4,3
19,Male,Electrical,1,7.01,1,,4,0,3,6,5,3,3,2,2,8,hackathon and extracurricular,2,4,2
20,Male,Computer Science,1,8.96,0,,4,9,6,9,6,3,3,0,2,10,coding competition,0,1,2
20,Male,Electronics And Communication,1,8.98,0,,2,5,3,9,3,1,3,4,2,6,hackathon,2,1,3
19,Male,Civil,1,8.82,0,,10,8,7,4,4,4,2,3,1,1,hackathon and others,0,2,3
22,Male,Computer Science,0,6.12,0,,6,7,3,3,3,1,0,3,3,3,hackathon and coding competition,2,3,2
20,Male,Electronics And Communication,0,8.13,0,,1,9,9,4,0,1,4,1,4,4,hackathon and coding competition,3,2,2
22,Male,Mechanical,0,8.19,0,,5,6,9,3,1,4,1,2,2,8,hackathon and extracurricular,1,1,2
21,Male,Information Technology,0,9.84,0,,2,7,7,8,5,4,0,2,3,9,coding competition,1,4,3
21,Female,Electronics And Communication,0,6.54,0,,6,1,9,5,1,2,0,3,0,3,hackathon and extracurricular,0,3,2
20,Male,Electronics And Communication,0,8.00,1,,4,4,5,4,3,1,0,4,3,1,hackathon and coding competition,3,3,5
20,Female,Electronics And Communication,2,8.38,0,,1,2,3,6,5,4,3,2,0,2,coding competition,2,1,3
22,Female,Computer Science,1,9.62,0,,2,1,4,9,0,4,0,4,2,6,hackathon and extracurricular,3,2,7
22,Female,Mechanical,1,6.54,0,,9,8,8,8,2,2,1,2,3,1,hackathon and coding competition,1,3,7
19,Male,Electronics And Communication,0,7.48,0,,2,5,9,3,3,1,3,0,3,9,hackathon and others,1,0,1
22,Female,Electronics And Communication,0,9.29,0,,2,3,8,7,5,1,0,2,3,3,hackathon and others,3,2,1
19,Male,Electrical,1,9.84,0,,9,9,5,9,0,4,0,2,4,6,hackathon and extracurricular,1,1,5
20,Male,Computer Science,2,9.62,0,,2,5,7,5,4,2,4,2,0,4,hackathon and extracurricular,3,3,4
19,Female,Computer Science,1,7.89,0,,5,2,4,5,4,4,1,4,2,10,hackathon,0,1,7
21,Male,Mechanical,0,6.20,0,,8,1,7,8,1,3,0,3,2,4,hackathon and extracurricular,1,1,7
22,Male,Computer Science,1,9.89,0,,8,1,5,8,6,4,3,4,4,8,hackathon and others,3,1,3
19,Male,Mechanical,1,9.07,0,,4,0,3,7,1,2,2,0,3,10,coding competition,0,2,7
20,Male,Electrical,0,8.61,0,,3,7,6,5,6,1,2,2,1,10,hackathon,1,1,7
29,Female,Mechanical,1,7.29,0,,8,8,5,3,5,4,3,0,3,2,hackathon and extracurricular,2,4,3
20,Male,Information Technology,1,7.18,0,,2,8,3,6,2,4,4,0,0,8,hackathon,3,0,4
20,Male,Information Technology,0,9.52,0,,8,5,3,4,3,3,2,1,4,5,hackathon and coding competition,3,1,6
20,Male,Information Technology,1,7.19,0,,1,2,3,5,6,3,2,3,2,6,hackathon and coding competition,1,1,1
20,Male,Electronics And Communication,0,6.59,0,,2,7,7,3,4,1,3,4,4,3,hackathon,1,0,7
22,Male,Civil,1,9.06,0,,2,9,6,4,3,4,3,0,2,3,hackathon and coding competition,2,4,5
19,Male,Computer Science,0,7.25,0,,4,2,3,5,1,1,0,1,1,4,coding competition,2,2,5
20,Male,Electronics And Communication,1,7.64,0,,9,2,5,4,3,3,3,0,1,8,hackathon,0,4,2
19,Male,Information Technology,0,7.91,0,,2,1,8,6,5,3,0,2,4,2,hackathon,3,2,2
20,Male,Electrical,0,7.34,0,,9,1,5,7,4,3,2,4,3,4,hackathon and coding competition,3,4,4
19,Female,Computer Science,0,9.44,0,,1,5,7,3,2,1,4,4,3,5,hackathon,0,1,3
20,Male,Information Technology,0,6.92,1,,1,2,6,5,3,2,0,3,2,8,hackathon and extracurricular,3,1,2
19,Male,Information Technology,2,8.78,0,,8,1,3,7,6,3,1,1,4,5,coding competition,3,1,7
22,Female,Civil,1,7.08,0,,1,1,3,5,4,1,0,2,0,4,coding competition,2,1,5
22,Male,Civil,1,7.32,0,,10,4,9,7,3,2,0,4,1,7,coding competition,2,2,5
19,Male,Electrical,0,6.64,0,,7,5,8,8,0,0,1,2,4,1,hackathon and coding competition,3,3,5
21,Male,Electrical,0,6.04,0,,6,1,7,9,6,1,3,3,4,7,hackathon and extracurricular,3,2,4
22,Female,Information Technology,0,7.59,0,,10,8,6,9,6,0,4,3,4,2,hackathon and coding competition,3,4,5
20,Male,Electronics And Communication,1,9.68,0,,8,3,9,5,3,1,3,2,2,7,hackathon and coding competition,2,3,4
21,Male,Computer Science,2,7.72,0,,7,7,4,9,5,1,2,1,3,2,hackathon,3,1,1
19,Male,Information Technology,2,7.48,0,,7,4,7,5,5,1,1,4,3,4,hackathon,0,1,4
22,Female,Information Technology,1,7.41,0,,8,2,6,7,6,2,3,2,3,7,hackathon,1,0,6
21,Male,Electronics And Communication,0,7.57,0,,5,5,8,7,3,0,0,1,2,4,hackathon and extracurricular,3,4,1
19,Male,Information Technology,1,7.48,0,,4,1,5,9,3,2,4,0,4,6,hackathon,3,0,7
21,Male,Computer Science,1,9.39,0,,2,0,3,4,4,3,2,4,1,2,coding competition,0,2,1
21,Male,Electronics And Communication,1,7.08,1,,6,4,7,8,6,1,1,0,4,10,hackathon and coding competition,3,1,6
21,Male,Computer Science,0,8.07,1,,5,4,7,9,3,0,0,3,4,1,hackathon and extracurricular,1,0,6
20,Male,Civil,0,7.59,0,,9,7,8,6,3,3,0,4,3,7,hackathon and extracurricular,0,4,6
21,Female,Information Technology,0,6.58,0,,4,7,6,5,6,1,1,2,1,9,coding competition,1,0,2
20,Male,Computer Science,0,9.52,0,,4,0,5,5,4,1,0,4,0,8,coding competition,0,1,3
19,Female,Electrical,1,7.73,0,,7,6,9,5,1,3,4,3,1,7,hackathon and extracurricular,0,1,6
22,Male,Civil,0,6.59,0,,6,7,4,5,2,0,2,2,3,10,hackathon and extracurricular,3,0,3
19,Male,Computer Science,0,7.45,1,,3,2,6,3,4,0,1,1,2,7,hackathon and extracurricular,3,0,3
20,Male,Computer Science,0,6.60,0,,9,7,8,9,4,1,3,2,0,5,hackathon and coding competition,3,2,2
20,Female,Mechanical,1,6.09,0,,7,3,5,7,4,3,4,3,4,2,hackathon and extracurricular,3,4,3
22,Female,Computer Science,1,6.48,0,,6,8,3,9,1,2,1,2,2,3,hackathon and coding competition,3,2,7
22,Male,Information Technology,0,7.00,0,,8,2,5,8,2,3,3,3,0,10,hackathon and coding competition,1,4,6
19,Male,Computer Science,1,8.97,0,,7,7,4,5,0,2,0,1,1,1,hackathon,2,0,4
20,Female,Electrical,3,8.72,1,,7,0,3,9,4,2,2,1,1,8,hackathon and extracurricular,2,4,2
20,Male,Civil,0,9.06,0,,7,3,5,9,5,3,4,1,0,7,hackathon and others,2,2,7
19,Male,Mechanical,1,6.10,0,,4,5,6,9,3,4,4,0,4,2,hackathon and coding competition,1,3,2
22,Male,Computer Science,1,8.05,0,,7,2,9,7,6,3,3,1,1,7,hackathon and coding competition,3,2,7
19,Male,Mechanical,1,7.55,0,,5,5,5,7,2,0,3,0,4,7,hackathon and coding competition,0,1,6
21,Male,Electrical,1,9.46,0,,4,3,8,8,4,2,1,2,1,1,hackathon and extracurricular,0,4,7
21,Male,Mechanical,0,9.63,0,,8,4,4,7,4,2,1,4,3,3,hackathon and extracurricular,2,4,4
20,Male,Computer Science,0,7.81,0,,8,7,3,8,4,2,3,1,3,2,hackathon,3,0,1
20,Male,Mechanical,1,7.39,0,,4,3,7,8,3,3,2,1,3,2,hackathon,0,2,6
20,Male,Computer Science,1,7.64,0,,8,7,4,9,6,4,1,1,0,7,coding competition,1,2,2
20,Male,Mechanical,2,8.62,0,,7,1,8,3,0,2,0,1,0,2,coding competition,3,1,1
20,Male,Computer Science,0,6.08,1,,5,2,8,5,4,2,0,0,3,1,hackathon,0,0,4
20,Male,Computer Science,0,9.74,0,,8,3,8,8,2,1,0,0,3,9,hackathon,2,0,6
20,Male,Computer Science,0,9.17,0,,4,1,3,3,1,2,0,4,2,5,coding competition,0,2,5
21,Male,Computer Science,1,7.29,0,,8,6,4,5,2,2,0,3,4,7,coding competition,0,0,5
20,Male,Electronics And Communication,1,6.07,1,,8,2,7,5,1,3,1,2,3,2,hackathon and others,3,3,5
20,Female,Civil,1,7.27,0,,10,5,6,3,2,2,0,1,0,10,hackathon and extracurricular,2,4,7
19,Male,Electronics And Communication,1,9.33,0,,10,6,4,7,1,0,1,4,1,4,coding competition,0,2,4
19,Female,Electronics And Communication,0,8.60,0,,3,7,6,5,6,2,4,3,4,10,hackathon,0,1,7
19,Male,Electronics And Communication,1,9.54,1,,5,2,3,9,1,4,4,0,3,10,hackathon and others,0,0,1
21,Female,Information Technology,0,9.43,0,,1,5,6,9,6,2,1,3,1,7,coding competition,1,1,7
22,Male,Electrical,1,7.31,1,,3,7,5,7,3,3,2,1,4,2,hackathon and extracurricular,0,1,1
22,Male,Mechanical,1,6.09,0,,8,5,3,7,3,1,0,2,4,6,hackathon and extracurricular,0,0,1
21,Male,Mechanical,0,7.78,1,,4,0,8,8,2,0,0,2,3,10,coding competition,3,4,2
20,Male,Information Technology,0,8.99,1,,7,9,3,5,2,0,2,0,1,9,hackathon,2,2,3
22,Male,Mechanical,1,6.70,0,,1,8,8,6,3,3,2,3,4,4,hackathon,1,2,1
22,Male,Civil,0,7.67,0,,9,0,3,5,0,1,4,1,3,2,coding competition,3,0,3
22,Female,Electronics And Communication,0,6.32,0,,10,7,3,3,4,2,0,3,1,4,hackathon,0,4,2
19,Male,Mechanical,0,9.42,0,,9,9,7,4,3,1,0,1,4,5,coding competition,1,3,3
22,Male,Electronics And Communication,1,6.02,0,,5,3,7,6,0,3,1,2,4,8,hackathon and extracurricular,1,2,1
19,Male,Civil,0,9.42,0,,9,2,8,3,4,0,2,2,2,9,hackathon,1,4,1
22,Male,Information Technology,2,8.36,0,,10,9,7,4,2,2,0,0,3,5,hackathon and others,1,1,7
20,Male,Computer Science,1,9.30,0,,3,3,7,4,2,4,2,3,2,4,hackathon and coding competition,0,0,5
20,Male,Electronics And Communication,0,8.72,0,,9,3,8,7,3,0,2,1,0,5,hackathon and extracurricular,0,0,1
19,Male,Civil,1,9.27,0,,7,7,9,7,4,2,3,1,3,7,hackathon and others,0,0,1
22,Male,Information Technology,0,7.48,1,,2,1,5,7,6,2,2,1,4,9,hackathon and coding competition,3,0,5
21,Male,Electrical,1,6.30,0,,9,2,4,7,6,2,0,4,4,8,coding competition,0,0,4
21,Male,Civil,0,9.20,1,,8,0,9,8,3,1,4,2,3,10,hackathon and extracurricular,3,1,2
22,Male,Mechanical,0,8.74,1,,1,5,7,6,1,0,2,2,1,1,hackathon and coding competition,1,4,5
20,Male,Information Technology,0,9.15,0,,1,7,4,6,2,4,0,1,1,4,coding competition,3,0,2
19,Female,Mechanical,1,9.60,0,,2,0,5,6,0,3,1,2,0,9,hackathon and extracurricular,1,0,3
22,Female,Computer Science,2,6.43,0,,10,3,3,6,3,0,2,1,2,4,hackathon and others,3,3,7
22,Male,Mechanical,0,8.95,0,,10,8,4,9,1,3,3,4,0,9,hackathon and extracurricular,0,1,7
20,Male,Civil,0,9.89,0,,1,9,8,6,2,4,1,3,2,1,hackathon and others,0,1,2
20,Male,Computer Science,1,6.88,0,,7,2,5,8,6,0,4,2,0,7,hackathon,3,4,3
21,Male,Computer Science,2,8.28,0,,8,9,9,5,2,4,3,1,4,4,hackathon and extracurricular,3,0,1
20,Male,Computer Science,0,8.31,0,,10,5,9,4,3,3,1,3,4,6,hackathon and extracurricular,0,3,3
19,Male,Computer Science,1,9.02,0,,8,6,7,5,4,0,3,4,0,5,coding competition,2,1,3
21,Male,Electrical,1,8.52,0,,3,6,6,3,0,4,2,0,4,4,hackathon and others,3,3,3
22,Male,Mechanical,0,8.67,0,,9,4,5,7,1,4,4,3,2,3,hackathon,3,3,5
21,Male,Electrical,0,6.14,0,,1,7,3,3,3,3,0,3,1,5,hackathon and others,1,1,6
22,Male,Electronics And Communication,0,8.92,0,,10,5,6,5,5,4,3,1,0,5,hackathon and coding competition,1,0,7
21,Male,Electrical,0,7.30,0,,8,2,8,9,0,3,0,4,3,7,coding competition,0,3,3
22,Male,Electronics And Communication,1,6.01,0,,8,6,6,8,0,3,4,0,0,1,coding competition,0,4,4
20,Male,Mechanical,1,6.70,0,,1,7,5,4,0,1,2,0,0,9,coding competition,1,3,1
21,Male,Computer Science,1,7.85,0,,7,0,8,7,4,1,1,1,1,7,coding competition,2,3,3
20,Male,Civil,1,7.69,0,,8,8,9,6,6,3,3,4,0,7,hackathon,1,4,6
22,Male,Civil,0,9.61,0,,7,0,9,9,1,0,3,4,1,4,hackathon,2,4,3
21,Male,Computer Science,0,9.91,1,,5,6,6,8,1,0,0,3,3,7,hackathon and coding competition,2,0,1
21,Male,Civil,0,7.78,0,,7,7,6,4,6,2,1,3,2,10,hackathon and coding competition,0,2,2
19,Male,Computer Science,1,8.25,0,,10,5,7,8,2,2,2,4,0,3,hackathon,3,4,3
22,Male,Civil,0,8.90,0,,4,8,8,7,1,0,3,3,2,10,hackathon,1,2,6
19,Male,Civil,1,7.84,0,,1,9,9,4,5,2,0,1,0,5,coding competition,2,2,3
21,Male,Computer Science,1,6.80,0,,3,9,5,4,4,4,1,4,3,8,hackathon,1,1,7
20,Male,Computer Science,1,6.48,0,,4,6,3,5,2,1,0,4,3,8,coding competition,3,2,1
19,Male,Electrical,0,7.03,1,,9,0,4,9,3,4,2,4,2,4,hackathon and extracurricular,1,1,7
20,Male,Information Technology,1,6.33,0,,9,2,8,7,4,2,3,2,1,5,hackathon and extracurricular,1,4,3
20,Male,Computer Science,1,8.07,0,,10,8,6,5,4,2,4,0,3,7,hackathon and coding competition,3,2,2
22,Male,Mechanical,0,8.35,0,,6,2,7,7,5,3,3,3,2,6,hackathon,1,3,5
19,Male,Electronics And Communication,1,9.09,0,,5,3,9,3,2,0,1,4,3,10,hackathon,1,1,2
19,Male,Civil,0,9.57,0,,8,7,3,9,5,4,2,2,0,10,hackathon,1,0,5
19,Male,Civil,0,9.55,1,,1,2,3,8,3,3,3,2,1,3,hackathon and extracurricular,3,3,1
20,Male,Mechanical,0,8.91,0,,2,4,6,3,2,2,2,2,3,7,hackathon and coding competition,1,0,5
19,Male,Electronics And Communication,0,7.88,0,,9,1,6,5,0,4,1,4,1,7,hackathon and extracurricular,1,0,7
22,Male,Information Technology,0,8.19,0,,2,7,8,7,6,2,3,1,0,5,hackathon and others,1,2,6
28,Male,Computer Science,0,6.15,0,,7,7,6,7,2,3,3,4,3,6,hackathon,0,1,6
22,Male,Computer Science,1,6.85,0,,7,6,9,9,5,2,1,4,0,2,hackathon and coding competition,1,3,6
22,Male,Information Technology,0,8.30,0,,10,4,4,3,6,4,2,3,1,1,hackathon and extracurricular,2,2,3
19,Male,Electronics And Communication,1,6.40,0,,7,6,4,9,0,4,0,3,4,6,hackathon and coding competition,0,0,3
19,Male,Computer Science,1,6.85,0,,10,6,7,5,1,2,4,4,1,5,coding competition,1,1,4
21,Male,Computer Science,0,9.48,0,,4,7,9,7,3,4,4,1,0,1,coding competition,2,4,5
22,Male,Mechanical,1,8.74,0,,7,4,4,5,4,4,3,3,2,3,hackathon,2,4,6
20,Male,Electronics And Communication,1,6.21,0,,10,1,4,5,3,3,0,0,0,6,hackathon and extracurricular,2,0,4
19,Male,Mechanical,0,7.87,0,,6,8,3,9,6,0,3,2,0,10,hackathon and coding competition,0,4,3
22,Male,Civil,0,7.65,0,,9,8,5,4,4,2,3,3,2,7,coding competition,3,4,1
21,Male,Electrical,0,6.01,0,,4,2,5,9,0,4,3,4,3,9,hackathon and others,3,4,5
20,Male,Mechanical,0,6.11,1,,6,7,5,7,1,0,1,3,4,10,hackathon and extracurricular,3,2,1
19,Male,Mechanical,1,6.88,0,,3,8,7,4,1,0,1,3,4,5,hackathon and others,0,1,6
21,Male,Information Technology,1,7.14,0,,5,9,7,3,3,1,2,1,2,2,hackathon and extracurricular,2,4,4
19,Male,Mechanical,1,6.04,1,,9,4,8,7,3,0,4,2,3,4,coding competition,1,1,4
19,Male,Computer Science,0,8.95,1,,9,1,3,6,3,4,3,2,2,2,hackathon,0,1,7
22,Male,Civil,1,7.92,0,,4,8,3,4,4,1,1,1,2,4,hackathon and coding competition,2,0,4
19,Female,Computer Science,1,6.49,0,,5,2,5,8,1,0,3,0,2,4,hackathon and extracurricular,0,4,6
22,Male,Information Technology,1,6.94,0,,7,7,3,7,4,4,2,0,3,6,hackathon and extracurricular,1,0,1
19,Male,Electrical,2,8.68,1,,4,9,7,8,4,1,3,0,2,7,hackathon and extracurricular,2,3,4
21,Female,Mechanical,1,9.47,1,,10,4,7,4,3,3,2,2,2,5,hackathon,2,2,4
21,Male,Electrical,0,9.98,0,,1,6,5,4,0,0,1,1,4,1,hackathon and others,0,0,2
20,Male,Electrical,0,8.92,1,,3,8,9,9,1,2,4,0,1,2,hackathon and extracurricular,3,3,1
20,Male,Mechanical,1,7.39,0,,1,2,8,9,2,2,2,3,4,4,hackathon and extracurricular,1,3,7
19,Male,Computer Science,2,7.61,0,,10,8,7,7,0,2,1,4,3,4,hackathon,2,0,5
21,Male,Information Technology,0,6.86,1,,10,6,9,4,2,4,0,1,3,3,hackathon and extracurricular,2,3,5
22,Male,Information Technology,1,8.84,0,,6,5,5,8,0,2,1,3,0,4,hackathon and coding competition,0,4,3
22,Male,Civil,1,6.16,0,,4,7,3,7,0,3,4,3,0,1,hackathon and others,0,3,5
21,Male,Computer Science,1,6.28,0,,7,9,3,3,0,1,0,2,2,5,hackathon,0,2,7
21,Male,Information Technology,0,6.19,0,,10,4,7,3,5,0,4,1,1,10,hackathon,1,0,4
22,Female,Electronics And Communication,2,9.16,0,,5,8,8,5,3,1,1,2,1,2,coding competition,2,0,6
21,Male,Electrical,1,7.47,1,,3,8,4,4,4,2,2,2,0,8,coding competition,2,1,2
22,Male,Information Technology,0,6.85,1,,10,2,3,6,6,4,3,3,3,3,hackathon and coding competition,1,3,7
19,Male,Civil,0,8.95,0,,3,3,7,6,6,0,0,1,2,9,hackathon and extracurricular,2,2,3
21,Male,Electronics And Communication,1,8.73,1,,4,0,7,3,1,1,3,0,0,2,hackathon and extracurricular,2,3,2
19,Female,Computer Science,1,9.87,0,,6,7,8,3,1,3,4,4,1,5,hackathon and coding competition,2,1,2
21,Male,Computer Science,0,6.80,1,,7,5,7,9,1,3,1,1,1,9,coding competition,0,2,7
20,Male,Information Technology,0,7.82,0,,8,6,9,9,0,2,3,2,0,9,hackathon and others,3,1,3
20,Male,Electrical,0,8.53,0,,7,8,4,5,2,4,1,3,4,6,coding competition,1,2,7
19,Male,Electronics And Communication,1,8.28,1,,9,0,7,6,5,2,4,1,2,6,hackathon and coding competition,3,2,7
19,Male,Computer Science,1,9.06,0,,10,3,7,7,0,3,4,2,2,8,hackathon and others,2,3,2
21,Male,Civil,0,9.97,0,,4,5,8,8,2,2,4,0,4,10,hackathon and others,3,4,3
22,Male,Electrical,3,7.54,0,,2,3,3,8,0,4,2,0,0,3,coding competition,0,2,2
21,Male,Electronics And Communication,0,8.79,1,,10,0,5,9,2,1,4,4,1,10,hackathon and coding competition,2,3,4
22,Male,Computer Science,2,6.60,0,,6,9,8,5,0,2,0,4,2,7,hackathon and coding competition,1,1,4
22,Male,Electronics And Communication,1,6.39,0,,7,0,6,5,0,4,0,0,2,6,hackathon and others,1,4,6
21,Male,Information Technology,0,8.24,0,,6,8,9,7,3,0,0,0,1,5,coding competition,1,1,7
21,Male,Information Technology,0,8.70,0,,6,2,7,6,2,3,0,2,0,8,hackathon and others,3,0,4
20,Male,Information Technology,0,6.39,0,,3,5,6,8,6,0,0,3,0,4,hackathon and extracurricular,1,4,4
19,Male,Computer Science,0,7.81,1,,7,2,7,6,1,0,2,4,3,5,hackathon,0,4,1
21,Female,Electronics And Communication,0,9.61,0,,3,6,3,7,2,0,1,2,1,6,hackathon,3,1,4
22,Male,Information Technology,0,7.09,1,,6,9,9,4,3,1,0,1,1,8,hackathon,2,0,6
21,Male,Computer Science,0,6.10,1,,9,1,5,7,1,4,1,3,0,1,hackathon and extracurricular,1,2,3
22,Male,Computer Science,2,7.92,0,,10,1,9,3,2,0,2,3,2,8,hackathon and others,2,0,6
20,Male,Information Technology,0,7.63,1,,1,3,8,7,3,1,2,1,1,4,hackathon and coding competition,0,1,1
21,Male,Mechanical,0,9.27,0,,9,7,7,3,3,3,2,2,3,8,hackathon and extracurricular,1,2,5
21,Female,Electrical,1,9.84,0,,1,4,3,6,2,4,4,4,4,5,hackathon,0,1,2
20,Male,Electrical,2,8.49,0,,1,5,6,4,4,4,0,3,3,6,hackathon,2,3,2
21,Male,Civil,0,8.51,0,,6,2,8,3,4,1,2,1,0,5,hackathon and extracurricular,2,1,1
21,Male,Mechanical,0,9.38,0,,4,3,9,6,5,2,1,4,3,9,coding competition,1,2,6
21,Male,Electrical,0,9.34,0,,7,3,5,7,1,0,1,3,1,7,coding competition,0,4,3
20,Male,Information Technology,0,8.17,1,,6,8,3,5,3,2,4,2,2,7,hackathon and others,2,0,6
21,Male,Computer Science,0,6.71,0,,7,0,9,3,1,2,2,4,1,9,coding competition,2,1,5
20,Female,Computer Science,2,6.39,0,,3,5,4,5,6,1,1,4,3,9,hackathon,0,2,3
21,Male,Computer Science,1,9.60,0,,5,1,7,9,6,3,0,4,3,10,coding competition,0,3,1
21,Female,Electrical,0,9.83,0,,6,9,3,4,5,3,2,3,0,2,hackathon and extracurricular,3,2,3
21,Male,Computer Science,0,9.14,0,,4,7,6,5,6,2,4,0,1,8,hackathon and extracurricular,0,0,2
21,Male,Civil,0,8.83,0,,6,0,8,8,2,3,2,3,0,3,hackathon,1,4,4
20,Male,Civil,2,6.61,0,,9,6,9,6,6,1,3,0,0,7,hackathon and others,3,1,5
20,Female,Information Technology,0,9.39,0,,4,5,3,8,3,3,1,2,3,9,hackathon and others,1,4,5
21,Male,Electronics And Communication,1,8.36,1,,7,2,3,4,2,3,4,1,3,7,coding competition,3,1,7
20,Male,Information Technology,0,9.92,0,,9,4,6,7,5,3,2,1,1,5,hackathon and extracurricular,0,1,4
20,Male,Computer Science,1,8.57,0,,6,5,5,3,6,0,2,1,3,5,coding competition,3,3,6
21,Male,Civil,0,8.49,1,,1,2,3,3,5,4,3,4,2,7,hackathon and others,3,2,7
20,Male,Computer Science,2,7.01,0,,8,5,9,3,3,2,4,2,1,4,hackathon and others,1,0,1
21,Female,Mechanical,1,6.67,0,,6,8,4,9,1,3,0,1,4,5,hackathon and extracurricular,2,4,5
20,Male,Civil,0,9.24,1,,5,9,5,4,4,1,1,1,1,5,hackathon and extracurricular,3,4,7
20,Male,Computer Science,1,8.17,0,,5,6,9,8,2,1,2,0,3,4,coding competition,0,0,5
21,Male,Mechanical,0,9.32,0,,1,6,8,9,3,2,3,1,3,8,hackathon and others,2,0,3
20,Male,Mechanical,0,6.62,0,,2,9,9,7,3,0,1,3,0,5,hackathon and extracurricular,1,0,3
20,Male,Electronics And Communication,1,8.55,1,,5,8,6,3,1,4,0,4,1,8,hackathon and coding competition,2,3,3
20,Female,Computer Science,0,9.79,1,,2,4,8,4,1,0,3,2,1,4,hackathon and extracurricular,2,0,6
20,Male,Mechanical,0,7.35,1,,3,5,7,4,3,1,3,1,3,5,coding competition,2,3,2
20,Male,Computer Science,1,6.90,0,,8,4,5,9,5,1,2,3,3,6,hackathon,2,0,5
20,Male,Civil,1,9.61,0,,7,3,9,9,0,0,2,3,0,4,hackathon and extracurricular,2,4,5
20,Male,Computer Science,0,8.82,0,,10,0,3,9,4,3,4,3,4,1,hackathon and coding competition,0,0,4
20,Male,Electronics And Communication,1,8.35,0,,8,2,4,6,3,4,2,0,2,6,coding competition,2,0,2
21,Female,Information Technology,0,9.70,0,,4,8,7,5,5,4,3,1,4,4,hackathon and coding competition,0,3,1
20,Male,Electrical,1,8.95,0,,5,7,4,4,0,4,4,2,2,10,hackathon and extracurricular,2,1,5
21,Male,Mechanical,3,7.15,0,,4,0,4,4,6,3,2,1,0,5,hackathon and others,1,3,3
20,Male,Computer Science,0,7.61,0,,1,0,9,6,4,0,2,2,3,6,hackathon and extracurricular,2,0,4
21,Female,Electronics And Communication,1,8.51,0,,3,7,9,5,3,1,2,2,1,6,hackathon and extracurricular,3,2,1
21,Male,Electronics And Communication,1,8.11,1,,1,6,8,3,5,0,2,4,1,9,coding competition,3,2,6
21,Male,Mechanical,0,7.62,0,,9,1,6,8,4,3,4,1,2,6,hackathon and others,0,3,6
21,Female,Electronics And Communication,1,7.09,0,,9,6,9,6,3,3,1,0,1,1,hackathon and extracurricular,3,2,5
20,Male,Civil,1,8.64,0,,9,0,7,6,2,3,2,4,0,3,hackathon and extracurricular,2,1,1
21,Male,Electronics And Communication,0,8.07,0,,3,9,8,5,6,2,3,3,2,7,hackathon and others,2,3,3
